userName,score,at,content,Label,text_clean,text_StopWord,text_tokens,text_steamindo
Rijakki Alakbar,5,2023-09-16 12:34:24,Aplikasinya sudah keren parah tapi sayangnya setiap ngetik atau buat cerita yang gk ngandung kata kata jorok atau yang lain malah kena sensor. Udah sih itu aja masalahnya soalnya geram banget saat sudah sampai jauh malah kena sensor walaupun tidak ada kata-kata nyeleneh.,Positive,aplikasinya sudah keren parah tapi sayangnya setiap ngetik atau buat cerita yang gk ngandung kata kata jorok atau yang lain malah kena sensor udah sih itu aja masalahnya soalnya geram banget saat sudah sampai jauh malah kena sensor walaupun tidak ada katakata nyeleneh,aplikasinya keren parah sayangnya ngetik cerita gk ngandung jorok kena sensor udah sih aja geram banget kena sensor katakata nyeleneh,"['aplikasinya', 'keren', 'parah', 'sayangnya', 'ngetik', 'cerita', 'gk', 'ngandung', 'jorok', 'kena', 'sensor', 'udah', 'sih', 'aja', 'geram', 'banget', 'kena', 'sensor', 'katakata', 'nyeleneh']",aplikasi keren parah sayang ngetik cerita gk ngandung jorok kena sensor udah sih aja geram banget kena sensor katakata nyeleneh
Ardhani 2326,5,2023-09-23 17:50:42,"Aplikasi ini benar-benar mengubah cara saya bekerja. Kemampuannya untuk memahami dan merespons pertanyaan saya sangat mengesankan.""""Saya suka bagaimana AI ini membantu saya menyelesaikan tugas-tugas rumah tangga dengan cepat. Ini benar-benar asisten pintar yang selalu siap membantu."" ""Aplikasi AI ini telah meningkatkan produktivitas saya di tempat kerja. Fitur otomatisasi yang ditawarkannya sangat membantu.""""Sangat menarik melihat bagaimana AI ini belajar dari penggunaannya seiring waktu.",Positive,aplikasi ini benarbenar mengubah cara saya bekerja kemampuannya untuk memahami dan merespons pertanyaan saya sangat mengesankansaya suka bagaimana ai ini membantu saya menyelesaikan tugastugas rumah tangga dengan cepat ini benarbenar asisten pintar yang selalu siap membantu aplikasi ai ini telah meningkatkan produktivitas saya di tempat kerja fitur otomatisasi yang ditawarkannya sangat membantusangat menarik melihat bagaimana ai ini belajar dari penggunaannya seiring waktu,aplikasi benarbenar mengubah kemampuannya memahami merespons mengesankansaya suka ai membantu menyelesaikan tugastugas rumah tangga cepat benarbenar asisten pintar membantu aplikasi ai meningkatkan produktivitas kerja fitur otomatisasi ditawarkannya membantusangat menarik ai belajar penggunaannya seiring,"['aplikasi', 'benarbenar', 'mengubah', 'kemampuannya', 'memahami', 'merespons', 'mengesankansaya', 'suka', 'ai', 'membantu', 'menyelesaikan', 'tugastugas', 'rumah', 'tangga', 'cepat', 'benarbenar', 'asisten', 'pintar', 'membantu', 'aplikasi', 'ai', 'meningkatkan', 'produktivitas', 'kerja', 'fitur', 'otomatisasi', 'ditawarkannya', 'membantusangat', 'menarik', 'ai', 'belajar', 'penggunaannya', 'seiring']",aplikasi benarbenar ubah mampu paham respons mengesankansaya suka ai bantu selesai tugastugas rumah tangga cepat benarbenar asisten pintar bantu aplikasi ai tingkat produktivitas kerja fitur otomatisasi tawar membantusangat tarik ai ajar guna iring
Cecep Abdul Malik,5,2023-09-14 06:07:00,"sama kayak yang di web. aplikasinya ringan. mantap lah kalo menurut saya. Saran agar pengguna lebih nyaman, saat ingin membuka chat terbawah harap langsung saja pergi ke chat paling bawah dengan cepat tanpa di muat dahulu (lazy load).",Positive,sama kayak yang di web aplikasinya ringan mantap lah kalo menurut saya saran agar pengguna lebih nyaman saat ingin membuka chat terbawah harap langsung saja pergi ke chat paling bawah dengan cepat tanpa di muat dahulu lazy load,kayak web aplikasinya ringan mantap kalo saran pengguna nyaman membuka chat terbawah harap langsung pergi chat cepat muat lazy load,"['kayak', 'web', 'aplikasinya', 'ringan', 'mantap', 'kalo', 'saran', 'pengguna', 'nyaman', 'membuka', 'chat', 'terbawah', 'harap', 'langsung', 'pergi', 'chat', 'cepat', 'muat', 'lazy', 'load']",kayak web aplikasi ringan mantap kalo saran guna nyaman buka chat bawah harap langsung pergi chat cepat muat lazy load
Agustinus Hulu,4,2023-10-03 09:15:03,"Aplikasi nya sudah sangat bagus, cara penyampaian informasi nya sudah sangat etis dan baik juga mudah ditangkap. Namun saya kesulitan untuk mendapatkan informasi terbaru dari tahun tahun kedepannya. Aplikasi ini masih stop di tahun 2021 jadi untuk mencari informasi lebih akurat dan terkait menggenai tahun berikutnya menjadi kesusahan. Dan dimohonkan untuk developer nya lebih memperhatikan hal seperti ini.",Positive,aplikasi nya sudah sangat bagus cara penyampaian informasi nya sudah sangat etis dan baik juga mudah ditangkap namun saya kesulitan untuk mendapatkan informasi terbaru dari tahun tahun kedepannya aplikasi ini masih stop di tahun  jadi untuk mencari informasi lebih akurat dan terkait menggenai tahun berikutnya menjadi kesusahan dan dimohonkan untuk developer nya lebih memperhatikan hal seperti ini,aplikasi nya bagus penyampaian informasi nya etis mudah ditangkap kesulitan informasi terbaru kedepannya aplikasi stop mencari informasi akurat terkait menggenai kesusahan dimohonkan developer nya memperhatikan,"['aplikasi', 'nya', 'bagus', 'penyampaian', 'informasi', 'nya', 'etis', 'mudah', 'ditangkap', 'kesulitan', 'informasi', 'terbaru', 'kedepannya', 'aplikasi', 'stop', 'mencari', 'informasi', 'akurat', 'terkait', 'menggenai', 'kesusahan', 'dimohonkan', 'developer', 'nya', 'memperhatikan']",aplikasi nya bagus sampai informasi nya etis mudah tangkap sulit informasi baru depan aplikasi stop cari informasi akurat kait gena susah mohon developer nya perhati
Assalamualaikum Pak,4,2023-09-19 15:49:25,"Sebenarnya Aplikasi ini GG, cuman agak ribet aja kalau soalnya di foto harus jadiin kalimat dulu baru bisa di pakai, coba aja kalau ada kayak google lines yang bisa mendeteksi tulisan pada foto dan merubahnya secara langsung menjadi tulisan, di kembangkan lagi ya, 5 star kalau fitur ini ada",Positive,sebenarnya aplikasi ini gg cuman agak ribet aja kalau soalnya di foto harus jadiin kalimat dulu baru bisa di pakai coba aja kalau ada kayak google lines yang bisa mendeteksi tulisan pada foto dan merubahnya secara langsung menjadi tulisan di kembangkan lagi ya  star kalau fitur ini ada,aplikasi gg cuman ribet aja foto jadiin kalimat pakai coba aja kayak google lines mendeteksi tulisan foto merubahnya langsung tulisan kembangkan ya star fitur,"['aplikasi', 'gg', 'cuman', 'ribet', 'aja', 'foto', 'jadiin', 'kalimat', 'pakai', 'coba', 'aja', 'kayak', 'google', 'lines', 'mendeteksi', 'tulisan', 'foto', 'merubahnya', 'langsung', 'tulisan', 'kembangkan', 'ya', 'star', 'fitur']",aplikasi gg cuman ribet aja foto jadiin kalimat pakai coba aja kayak google les deteksi tulis foto rubah langsung tulis kembang ya star fitur
Aqil Mu'tashim,4,2023-09-26 19:27:43,"Ai yg bagus sejauh yg pernah saya pakai apa lagi kita bisa menanyaka banyak hal, bahka soal soal atau pr sangat menyenangkan. Cuma yang kurang hanyalah saya berharap lebih banyaknya fitur. Sekian dari saya😁☝",Positive,ai yg bagus sejauh yg pernah saya pakai apa lagi kita bisa menanyaka banyak hal bahka soal soal atau pr sangat menyenangkan cuma yang kurang hanyalah saya berharap lebih banyaknya fitur sekian dari saya,ai yg bagus yg pakai menanyaka bahka pr menyenangkan berharap banyaknya fitur sekian,"['ai', 'yg', 'bagus', 'yg', 'pakai', 'menanyaka', 'bahka', 'pr', 'menyenangkan', 'berharap', 'banyaknya', 'fitur', 'sekian']",ai yg bagus yg pakai menanyaka bahka pr senang harap banyak fitur sekian
Indra Naufal Mushthofa,5,2023-09-25 18:36:29,"ChatGPT sangat membantu untuk membantu saya dalam membuat essay, resume, ringkasan, laporan dan pekerjaan yang sekiranya membutuhkan pemikiran yang sangat lebih kritis, sehingga dengan adanya aplikasi ini saya bisa mempersingkat waktu saya dalam mengkoordinir pekerjaan yang banyak dalam waktu yang lumayan singkat. Terima kasih ChatGPT sudah membantu banyak saya dalam menghadapi tugas-tugas yang menumpuk.",Positive,chatgpt sangat membantu untuk membantu saya dalam membuat essay resume ringkasan laporan dan pekerjaan yang sekiranya membutuhkan pemikiran yang sangat lebih kritis sehingga dengan adanya aplikasi ini saya bisa mempersingkat waktu saya dalam mengkoordinir pekerjaan yang banyak dalam waktu yang lumayan singkat terima kasih chatgpt sudah membantu banyak saya dalam menghadapi tugastugas yang menumpuk,chatgpt membantu membantu essay resume ringkasan laporan pekerjaan membutuhkan pemikiran kritis aplikasi mempersingkat mengkoordinir pekerjaan lumayan singkat terima kasih chatgpt membantu menghadapi tugastugas menumpuk,"['chatgpt', 'membantu', 'membantu', 'essay', 'resume', 'ringkasan', 'laporan', 'pekerjaan', 'membutuhkan', 'pemikiran', 'kritis', 'aplikasi', 'mempersingkat', 'mengkoordinir', 'pekerjaan', 'lumayan', 'singkat', 'terima', 'kasih', 'chatgpt', 'membantu', 'menghadapi', 'tugastugas', 'menumpuk']",chatgpt bantu bantu essay resume ringkas lapor kerja butuh pikir kritis aplikasi singkat mengkoordinir kerja lumayan singkat terima kasih chatgpt bantu hadap tugastugas tumpuk
Muzza Imutt,1,2023-09-20 18:52:21,"Sekarang ga bisa di pake aplikasinya hadehhh, tulisannya error ga ada internet atw koneksi gtu padahal jaringan bagus, udah di update juga aplikasi nya, bukan sekali juga sih kejadian ny",Negative,sekarang ga bisa di pake aplikasinya hadehhh tulisannya error ga ada internet atw koneksi gtu padahal jaringan bagus udah di update juga aplikasi nya bukan sekali juga sih kejadian ny,ga pake aplikasinya hadehhh tulisannya error ga internet atw koneksi gtu jaringan bagus udah update aplikasi nya sih kejadian ny,"['ga', 'pake', 'aplikasinya', 'hadehhh', 'tulisannya', 'error', 'ga', 'internet', 'atw', 'koneksi', 'gtu', 'jaringan', 'bagus', 'udah', 'update', 'aplikasi', 'nya', 'sih', 'kejadian', 'ny']",ga pake aplikasi hadehhh tulis error ga internet atw koneksi gtu jaring bagus udah update aplikasi nya sih jadi ny
Della Yunika Zebua,5,2023-09-18 20:04:59,Saya sangat mengapresiasi aplikasi ChatGPT ini. Aplikasi yang sangat membantu dalam permasalahan sehari-hari dengan cepat. Saya berharap aplikasinya terus berkembang tanpa mengurangi keunggulan yang sudah ada.,Positive,saya sangat mengapresiasi aplikasi chatgpt ini aplikasi yang sangat membantu dalam permasalahan seharihari dengan cepat saya berharap aplikasinya terus berkembang tanpa mengurangi keunggulan yang sudah ada,mengapresiasi aplikasi chatgpt aplikasi membantu permasalahan seharihari cepat berharap aplikasinya berkembang mengurangi keunggulan,"['mengapresiasi', 'aplikasi', 'chatgpt', 'aplikasi', 'membantu', 'permasalahan', 'seharihari', 'cepat', 'berharap', 'aplikasinya', 'berkembang', 'mengurangi', 'keunggulan']",apresiasi aplikasi chatgpt aplikasi bantu masalah seharihari cepat harap aplikasi kembang kurang unggul
Pradalfa,5,2023-09-20 13:24:32,"ChatGPT adalah aplikasi yang sangat berguna dalam memberikan informasi, menjawab pertanyaan, dan memberikan panduan yang tepat. Keberadaannya sangat membantu dalam memahami berbagai topik dan memberikan wawasan yang berharga. Terima kasih ChatGPT!",Positive,chatgpt adalah aplikasi yang sangat berguna dalam memberikan informasi menjawab pertanyaan dan memberikan panduan yang tepat keberadaannya sangat membantu dalam memahami berbagai topik dan memberikan wawasan yang berharga terima kasih chatgpt,chatgpt aplikasi berguna informasi panduan keberadaannya membantu memahami topik wawasan berharga terima kasih chatgpt,"['chatgpt', 'aplikasi', 'berguna', 'informasi', 'panduan', 'keberadaannya', 'membantu', 'memahami', 'topik', 'wawasan', 'berharga', 'terima', 'kasih', 'chatgpt']",chatgpt aplikasi guna informasi pandu ada bantu paham topik wawas harga terima kasih chatgpt
David Valencia,5,2023-09-22 07:35:31,"Aplikasi terbaik dhh, karena kita bisa nyari semua hal itu langsung di rangkum, bedanya sama google kalau apk ini lebih ke menjelaskan garis besar jawaban dari pertanyaan kalian",Positive,aplikasi terbaik dhh karena kita bisa nyari semua hal itu langsung di rangkum bedanya sama google kalau apk ini lebih ke menjelaskan garis besar jawaban dari pertanyaan kalian,aplikasi terbaik dhh nyari langsung rangkum bedanya google apk garis,"['aplikasi', 'terbaik', 'dhh', 'nyari', 'langsung', 'rangkum', 'bedanya', 'google', 'apk', 'garis']",aplikasi baik dhh nyari langsung rangkum beda google apk garis
Aufa Hammadi,5,2023-09-18 15:35:08,Menurut saya aplikasinya bagus dan tidak ada limitnya seperti aplikasi lain walaupun tidak ada fitur gambar tapi sudah bagus ni aplikasi karena tampilannya sederhana dan simpel dan jawabannya jika tidak nyambung itu memang karena dia cuman mentok pengetahuannya di 2021 September jadi kalo kalian cari yang sekarang sekarang seperti skibidi toilet dia tidak akan tahu paling cuman tau lagunya yang di tiktok walaupun aplikasinya online tapi good job developer👍👍🙂🙂😉😉🤩🤩(pls bales Developer),Positive,menurut saya aplikasinya bagus dan tidak ada limitnya seperti aplikasi lain walaupun tidak ada fitur gambar tapi sudah bagus ni aplikasi karena tampilannya sederhana dan simpel dan jawabannya jika tidak nyambung itu memang karena dia cuman mentok pengetahuannya di  september jadi kalo kalian cari yang sekarang sekarang seperti skibidi toilet dia tidak akan tahu paling cuman tau lagunya yang di tiktok walaupun aplikasinya online tapi good job developerpls bales developer,aplikasinya bagus limitnya aplikasi fitur gambar bagus ni aplikasi tampilannya sederhana simpel jawabannya nyambung cuman mentok pengetahuannya september kalo cari skibidi toilet cuman tau lagunya tiktok aplikasinya online good job developerpls bales developer,"['aplikasinya', 'bagus', 'limitnya', 'aplikasi', 'fitur', 'gambar', 'bagus', 'ni', 'aplikasi', 'tampilannya', 'sederhana', 'simpel', 'jawabannya', 'nyambung', 'cuman', 'mentok', 'pengetahuannya', 'september', 'kalo', 'cari', 'skibidi', 'toilet', 'cuman', 'tau', 'lagunya', 'tiktok', 'aplikasinya', 'online', 'good', 'job', 'developerpls', 'bales', 'developer']",aplikasi bagus limit aplikasi fitur gambar bagus ni aplikasi tampil sederhana simpel jawab nyambung cuman mentok tahu september kalo cari skibidi toilet cuman tau lagu tiktok aplikasi online good job developerpls bales developer
